2445,0.016114,2.2669,57.512,2.7778,1.0477,61,0.25426,0.80174,0.046901,0.37264,0.907
2467,0.016114,2.2669,57.512,2.7778,1.0477,95,0.25426,0.80174,0.046901,0.37264,0.907
2479,0.016114,2.2669,57.512,2.7778,1.0477,20,0.25426,0.80174,0.046901,0.37264,0.907
2496,0.016114,2.2669,57.512,2.7778,1.0477,231,0.25426,0.80174,0.046901,0.37264,0.907
2499,0.016114,2.2669,57.512,2.7778,1.0477,20,0.25426,0.80174,0.046901,0.37264,0.907
2509,0.016114,2.2669,57.512,2.7778,1.0477,17,0.25426,0.80174,0.046901,0.37264,0.907
2518,0.016114,2.2669,57.512,2.7778,1.0477,49,0.25426,0.80174,0.046901,0.37264,0.907
2551,0.016114,2.2669,57.512,2.7778,1.0477,242,0.25426,0.80174,0.046901,0.37264,0.907
2564,0.016114,2.2669,57.512,2.7778,1.0477,101,0.25426,0.80174,0.046901,0.37264,0.907
2589,0.016114,2.2669,57.512,2.7778,1.0477,15,0.25426,0.80174,0.046901,0.37264,0.907
2606,0.016114,2.2669,57.512,2.7778,1.0477,26,0.25426,0.80174,0.046901,0.37264,0.907
2609,0.016114,2.2669,57.512,2.7778,1.0477,39,0.25426,0.80174,0.046901,0.37264,0.907
2732,0.016114,2.2669,57.512,2.7778,1.0477,36,0.25426,0.80174,0.046901,0.37264,0.907
2748,0.016114,2.2669,57.512,2.7778,1.0477,153,0.25426,0.80174,0.046901,0.37264,0.907
2749,0.016114,2.2669,57.512,2.7778,1.0477,37,0.25426,0.80174,0.046901,0.37264,0.907
2780,0.016114,2.2669,57.512,2.7778,1.0477,116,0.25426,0.80174,0.046901,0.37264,0.907
2840,0.016114,2.2669,57.512,2.7778,1.0477,70,0.25426,0.80174,0.046901,0.37264,0.907
2963,0.016114,2.2669,57.512,2.7778,1.0477,42,0.25426,0.80174,0.046901,0.37264,0.907
2969,0.016114,2.2669,57.512,2.7778,1.0477,13,0.25426,0.80174,0.046901,0.37264,0.907
2975,0.016114,2.2669,57.512,2.7778,1.0477,54,0.25426,0.80174,0.046901,0.37264,0.907
3108,0.016114,2.2669,57.512,2.7778,1.0477,60,0.25426,0.80174,0.046901,0.37264,0.907
3338,0.016114,2.2669,57.512,2.7778,1.0477,416,0.25426,0.80174,0.046901,0.37264,0.907
3353,0.016114,2.2669,57.512,2.7778,1.0477,54,0.25426,0.80174,0.046901,0.37264,0.907
3403,0.016114,2.2669,57.512,2.7778,1.0477,19,0.25426,0.80174,0.046901,0.37264,0.907
3446,0.016114,2.2669,57.512,2.7778,1.0477,24,0.25426,0.80174,0.046901,0.37264,0.907
3469,0.016114,2.2669,57.512,2.7778,1.0477,38,0.25426,0.80174,0.046901,0.37264,0.907
3504,0.016114,2.2669,57.512,2.7778,1.0477,60,0.25426,0.80174,0.046901,0.37264,0.907
3526,0.016114,2.2669,57.512,2.7778,1.0477,166,0.25426,0.80174,0.046901,0.37264,0.907
3532,0.016114,2.2669,57.512,2.7778,1.0477,39,0.25426,0.80174,0.046901,0.37264,0.907
3599,0.016114,2.2669,57.512,2.7778,1.0477,91,0.25426,0.80174,0.046901,0.37264,0.907
3788,0.016114,2.2669,57.512,2.7778,1.0477,242,0.25426,0.80174,0.046901,0.37264,0.907
3887,0.016114,2.2669,57.512,2.7778,1.0477,432,0.25426,0.80174,0.046901,0.37264,0.907
3897,0.016114,2.2669,57.512,2.7778,1.0477,249,0.25426,0.80174,0.046901,0.37264,0.907
3929,0.016114,2.2669,57.512,2.7778,1.0477,43,0.25426,0.80174,0.046901,0.37264,0.907
3951,0.016114,2.2669,57.512,2.7778,1.0477,109,0.25426,0.80174,0.046901,0.37264,0.907
3984,0.016114,2.2669,57.512,2.7778,1.0477,62,0.25426,0.80174,0.046901,0.37264,0.907
4031,0.016114,2.2669,57.512,2.7778,1.0477,301,0.25426,0.80174,0.046901,0.37264,0.907
4104,0.016114,2.2669,57.512,2.7778,1.0477,73,0.25426,0.80174,0.046901,0.37264,0.907
4120,0.016114,2.2669,57.512,2.7778,1.0477,262,0.25426,0.80174,0.046901,0.37264,0.907
4280,0.016114,2.2669,57.512,2.7778,1.0477,549,0.25426,0.80174,0.046901,0.37264,0.907
4407,0.016114,2.2669,57.512,2.7778,1.0477,381,0.25426,0.80174,0.046901,0.37264,0.907
4438,0.016114,2.2669,57.512,2.7778,1.0477,75,0.25426,0.80174,0.046901,0.37264,0.907
4453,0.016114,2.2669,57.512,2.7778,1.0477,37,0.25426,0.80174,0.046901,0.37264,0.907
4467,0.016114,2.2669,57.512,2.7778,1.0477,346,0.25426,0.80174,0.046901,0.37264,0.907
4471,0.016114,2.2669,57.512,2.7778,1.0477,727,0.25426,0.80174,0.046901,0.37264,0.907
4481,0.016114,2.2669,57.512,2.7778,1.0477,355,0.25426,0.80174,0.046901,0.37264,0.907
4487,0.016114,2.2669,57.512,2.7778,1.0477,324,0.25426,0.80174,0.046901,0.37264,0.907
4493,0.016114,2.2669,57.512,2.7778,1.0477,33,0.25426,0.80174,0.046901,0.37264,0.907
4594,0.016114,2.2669,57.512,2.7778,1.0477,962,0.25426,0.80174,0.046901,0.37264,0.907
4657,0.016114,2.2669,57.512,2.7778,1.0477,260,0.25426,0.80174,0.046901,0.37264,0.907
4699,0.016114,2.2669,57.512,2.7778,1.0477,730,0.25426,0.80174,0.046901,0.37264,0.907
4852,0.016114,2.2669,57.512,2.7778,1.0477,883,0.25426,0.80174,0.046901,0.37264,0.907
4853,0.016114,2.2669,57.512,2.7778,1.0477,259,0.25426,0.80174,0.046901,0.37264,0.907
4986,0.016114,2.2669,57.512,2.7778,1.0477,1683,0.25426,0.80174,0.046901,0.37264,0.907
5056,0.016114,2.2669,57.512,2.7778,1.0477,702,0.25426,0.80174,0.046901,0.37264,0.907
